Time,THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
03:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
03:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
03:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
03:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
04:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
04:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
04:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
04:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
05:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
05:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
05:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
05:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
06:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
06:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
06:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
06:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
07:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
07:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
07:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
07:45:00,8.564695E+02,1.568442E+01,5.249459E-02,1.114285E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
08:00:00,8.564695E+02,6.034180E+01,5.249459E-02,4.240262E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
08:15:00,8.564695E+02,1.262630E+02,5.249459E-02,8.853594E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
08:30:00,8.564695E+02,2.050792E+02,5.249459E-02,1.436923E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
08:45:00,8.564695E+02,2.858162E+02,5.249459E-02,2.000266E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
09:00:00,8.564695E+02,3.513475E+02,5.249459E-02,2.458793E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
09:15:00,8.564695E+02,4.048913E+02,5.249459E-02,2.833507E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
09:30:00,8.564695E+02,4.523156E+02,5.249459E-02,3.165411E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
09:45:00,8.564695E+02,4.865060E+02,5.249459E-02,3.404703E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
10:00:00,8.564695E+02,5.087552E+02,5.249459E-02,3.560424E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
10:15:00,8.564695E+02,5.212015E+02,5.249459E-02,3.647540E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
10:30:00,8.564695E+02,5.243451E+02,5.249459E-02,3.669550E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00 
10:45:00,8.564695E+02,5.185499E+02,5.249459E-02,3.629000E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,2.504041E+01,5.249459E-02,1.758929E-03 
11:00:00,8.564695E+02,5.036330E+02,5.249459E-02,3.524610E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,6.371412E+01,5.249459E-02,4.465628E-03 
11:15:00,8.564695E+02,4.776222E+02,5.249459E-02,3.342579E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,1.163505E+02,5.249459E-02,8.149243E-03 
11:30:00,8.564695E+02,4.369006E+02,5.249459E-02,3.057596E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,1.866187E+02,5.249459E-02,1.306673E-02 
11:45:00,8.564695E+02,3.786115E+02,5.249459E-02,2.649667E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,2.468880E+02,5.249459E-02,1.727790E-02 
12:00:00,8.564695E+02,3.125033E+02,5.249459E-02,2.187019E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,3.068434E+02,5.249459E-02,2.147340E-02 
12:15:00,8.564695E+02,2.382650E+02,5.249459E-02,1.667472E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,3.642131E+02,5.249459E-02,2.548818E-02 
12:30:00,8.564695E+02,1.713812E+02,5.249459E-02,1.199394E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,4.134648E+02,5.249459E-02,2.893493E-02 
12:45:00,8.564695E+02,1.205774E+02,5.249459E-02,8.438486E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,4.554757E+02,5.249459E-02,3.187508E-02 
13:00:00,8.564695E+02,8.049362E+01,5.249459E-02,5.633265E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,4.904493E+02,5.249459E-02,3.432282E-02 
13:15:00,8.564695E+02,5.676026E+01,5.249459E-02,3.972311E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.188467E+02,5.249459E-02,3.631037E-02 
13:30:00,8.564695E+02,4.026201E+01,5.249459E-02,2.817697E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.412773E+02,5.249459E-02,3.788035E-02 
13:45:00,8.564695E+02,2.766503E+01,5.249459E-02,1.936110E-03,8.572259E+02,7.129864E+00,5.254095E-02,5.013201E-04,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.582402E+02,5.249459E-02,3.906761E-02 
14:00:00,8.564695E+02,1.753598E+01,5.249459E-02,1.227238E-03,8.572259E+02,5.208524E+01,5.254095E-02,3.647576E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.700259E+02,5.249459E-02,3.989250E-02 
14:15:00,8.564695E+02,9.607202E+00,5.249459E-02,6.723507E-04,8.572259E+02,1.117359E+02,5.254095E-02,7.822043E-03,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.765777E+02,5.249459E-02,4.035105E-02 
14:30:00,8.564695E+02,4.326637E+00,5.249459E-02,3.027955E-04,8.572259E+02,2.006759E+02,5.254095E-02,1.404617E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.776675E+02,5.249459E-02,4.042733E-02 
14:45:00,8.564695E+02,1.200000E+00,5.249459E-02,8.398081E-05,8.572259E+02,3.110172E+02,5.254095E-02,2.176557E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.728470E+02,5.249459E-02,4.008998E-02 
15:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,4.090105E+02,5.254095E-02,2.862293E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.614907E+02,5.249459E-02,3.929524E-02 
15:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,5.151124E+02,5.254095E-02,3.604797E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.428082E+02,5.249459E-02,3.798780E-02 
15:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,6.139171E+02,5.254095E-02,4.296248E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,5.161871E+02,5.249459E-02,3.612478E-02 
15:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,7.030537E+02,5.254095E-02,4.920060E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,4.809888E+02,5.249459E-02,3.366149E-02 
16:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,7.821922E+02,5.254095E-02,5.473923E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,4.371693E+02,5.249459E-02,3.059484E-02 
16:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,8.507474E+02,5.254095E-02,5.953733E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,3.863530E+02,5.249459E-02,2.703852E-02 
16:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,9.059781E+02,5.254095E-02,6.340296E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,3.328672E+02,5.249459E-02,2.329538E-02 
16:45:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,9.471053E+02,5.254095E-02,6.628154E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,2.753574E+02,5.249459E-02,1.927062E-02 
17:00:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,9.742442E+02,5.254095E-02,6.818109E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,2.164079E+02,5.249459E-02,1.514509E-02 
17:15:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,9.852818E+02,5.254095E-02,6.895372E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,1.603934E+02,5.249459E-02,1.122497E-02 
17:30:00,8.564695E+02,0.000000E+00,5.249459E-02,0.000000E+00,8.572259E+02,9.777380E+02,5.254095E-02,6.842589E-02,8.572259E+02,0.000000E+00,5.254095E-02,0.000000E+00,3.302910E+02,0.000000E+00,2.024414E-02,0.000000E+00,8.564695E+02,1.078213E+02,5.249459E-02,7.545765E-03 
