Time,THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2::Des Sens Cool Load [W],THERMAL ZONE 2:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5:PHILADELPHIA INTERNATIONAL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
11:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
11:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
11:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
12:00:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
12:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
12:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
12:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
13:00:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
13:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
13:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
13:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
14:00:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
14:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
14:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
14:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
15:00:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
15:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
15:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
15:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
16:00:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
16:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
16:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00 
16:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,5.692454E+01,3.150043E-01,3.986484E-03 
17:00:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,1.031838E+02,3.150043E-01,7.223883E-03 
17:15:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,1.637857E+02,3.150043E-01,1.146502E-02 
17:30:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,2.238820E+02,3.150043E-01,1.567077E-02 
17:45:00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,5.139417E+03,0.000000E+00,3.150043E-01,0.000000E+00,5.122630E+03,0.000000E+00,3.139754E-01,0.000000E+00,2.264272E+04,0.000000E+00,1.387814E+00,0.000000E+00,5.139417E+03,2.172928E+02,3.150043E-01,1.520692E-02 
