Time,THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 1::Des Sens Cool Load [W],THERMAL ZONE 1:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 1::Des Cool Mass Flow [kg/s],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 4::Des Sens Cool Load [W],THERMAL ZONE 4:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 4::Des Cool Mass Flow [kg/s],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 3::Des Sens Cool Load [W],THERMAL ZONE 3:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 3::Des Cool Mass Flow [kg/s],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 5::Des Sens Cool Load [W],THERMAL ZONE 5:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 5::Des Cool Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ZONE 2:SAN FRANCISCO INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s] 
02:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
03:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
03:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
03:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
03:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
04:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
04:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
04:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
04:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
05:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
05:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
05:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
05:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
06:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
06:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
06:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
06:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
07:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
07:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
07:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
07:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
08:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
08:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
08:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
08:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
09:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
09:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
09:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
09:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
10:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
10:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
10:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
10:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
11:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
11:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
11:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
11:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
12:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
12:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
12:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
12:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
13:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
13:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
13:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
13:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
14:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
14:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
14:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
14:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
15:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
15:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
15:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
15:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
16:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
16:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
16:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
16:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
17:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00 
17:15:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,3.149028E+01,2.253153E-01,2.212963E-03 
17:30:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,6.871187E+01,2.253153E-01,4.817922E-03 
17:45:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,1.031563E+02,2.253153E-01,7.228468E-03 
18:00:00,1.936559E+04,0.000000E+00,1.186953E+00,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,0.000000E+00,2.253153E-01,0.000000E+00,3.674355E+03,0.000000E+00,2.252080E-01,0.000000E+00,3.676106E+03,1.241445E+02,2.253153E-01,8.697298E-03 
